"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext","exists"
338,"Frisco Forrest","A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank",2006,1,6,"4.99",51,"23.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'documentari':5 'forrest':2 'frisco':1 'mad':16 'must':13 'pioneer':11 'pursu':14 'scientist':17 'shark':20 'tank':21 'woman':8",True
346,"Galaxy Sweethearts","A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin",2006,1,4,"4.99",128,"13.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'berlin':18 'emot':4 'face':14 'galaxi':1 'must':13 'pioneer':11 'reflect':5 'squirrel':16 'sweetheart':2 'woman':8",True
349,"Gangs Pride","A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin",2006,1,4,"2.99",185,"27.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':20 'charact':5 'confront':16 'frisbe':18 'gang':1 'must':15 'pride':2 'shark':13 'studi':6 'taut':4 'woman':9",True
350,"Garden Island","A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback",2006,1,3,"4.99",80,"21.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'charact':5 'garden':1 'island':2 'madman':12 'man':17 'must':14 'outback':20 'reach':15 'studi':6 'unbeliev':4 'woman':9",True
354,"Ghost Groundhog","A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India",2006,1,6,"4.99",85,"18.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'brilliant':4 'car':16 'compos':11 'ghost':1 'groundhog':2 'india':19 'madman':8 'must':13 'panorama':5 'succumb':14",True
362,"Glory Tracy","A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station",2006,1,7,"2.99",115,"13.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'cat':16 'discov':14 'first':19 'glori':1 'man':20 'must':13 'saga':5 'space':21 'station':22 'traci':2 'woman':8,11",True
363,"Go Purple","A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon",2006,1,3,"0.99",54,"12.99","R","2013-05-26 14:50:58.951","{Trailers}","'administr':14 'baloon':22 'battl':17 'car':10 'databas':13 'display':7 'fast':5 'fast-pac':4 'go':1 'must':16 'pace':6 'purpl':2 'woman':19",True
371,"Gosford Donnie","A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin",2006,1,5,"4.99",129,"17.99","G","2013-05-26 14:50:58.951","{Commentaries}","'agent':18 'berlin':20 'donni':2 'epic':4 'gosford':1 'mad':8 'monkey':12 'must':14 'panorama':5 'redeem':15 'scientist':9 'secret':17",True
377,"Grease Youth","A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia",2006,1,7,"0.99",135,"20.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'agent':9 'compos':17 'emot':4 'escap':15 'georgia':20 'greas':1 'must':14 'panorama':5 'secret':8 'soviet':19 'waitress':12 'youth':2",True
385,"Groundhog Uncut","A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse",2006,1,6,"4.99",139,"26.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'brilliant':4 'butler':17 'discov':15 'groundhog':1 'manhattan':20 'must':14 'panorama':5 'penthous':21 'technic':11 'uncut':2 'writer':12",True
390,"Guys Falcon","A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat",2006,1,4,"4.99",84,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boat':21 'bore':4 'falcon':2 'feminist':11 'guy':1 'must':13 'redeem':14 'squirrel':16 'stori':5 'u':20 'u-boat':19 'woman':8",True
392,"Hall Cassidy","A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia",2006,1,5,"4.99",51,"13.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'battl':16 'beauti':4 'cassidi':2 'chef':9 'georgia':21 'hall':1 'must':15 'panorama':5 'pastri':8 'pioneer':18 'shark':13 'soviet':20",True
393,"Halloween Nuts","A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat",2006,1,6,"2.99",47,"19.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'amaz':4 'boat':23 'dentist':18 'fight':16 'forens':8 'halloween':1 'must':15 'nut':2 'panorama':5 'psychologist':9 'technic':12 'u':22 'u-boat':21 'writer':13",True
399,"Happiness United","A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan",2006,1,6,"2.99",100,"23.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'action':5 'action-pack':4 'ancient':21 'feminist':13 'forens':18 'happi':1 'husband':10 'japan':22 'meet':16 'must':15 'pack':6 'panorama':7 'psychologist':19 'unit':2",True
400,"Hardly Robbers","A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin",2006,1,7,"2.99",72,"15.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'berlin':19 'car':12 'charact':5 'emot':4 'hard':1 'hunter':9 'kill':15 'must':14 'robber':2 'studi':6 'woman':17",True
402,"Harper Dying","A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert",2006,1,3,"0.99",52,"15.99","G","2013-05-26 14:50:58.951","{Trailers}","'awe':5 'awe-inspir':4 'cat':13 'confront':16 'desert':22 'die':2 'feminist':18 'harper':1 'inspir':6 'must':15 'reflect':7 'sahara':21 'woman':10",True
412,"Heavyweights Beast","A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park",2006,1,6,"4.99",102,"25.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'abandon':19 'amus':20 'beast':2 'compos':8 'dog':11 'heavyweight':1 'must':13 'overcom':14 'park':21 'stori':5 'unbeliev':4 'woman':16",True
413,"Hedwig Alter","A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery",2006,1,7,"2.99",169,"16.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'alter':2 'chase':16 'hedwig':1 'lumberjack':13 'monasteri':22 'must':15 'pack':6 'sumo':18 'woman':10 'wrestler':19 'yarn':7",True
426,"Home Pity","A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention",2006,1,7,"4.99",185,"15.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'agent':12 'challeng':15 'convent':21 'home':1 'man':8 'must':14 'mysql':20 'panorama':5 'piti':2 'secret':11 'teacher':17 'touch':4",True
438,"Human Graffiti","A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico",2006,1,3,"2.99",68,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'administr':18 'beauti':4 'chase':15 'databas':17 'graffiti':2 'gulf':21 'human':1 'mexico':23 'must':14 'reflect':5 'sumo':11 'woman':8 'wrestler':12",True
442,"Hunting Musketeers","A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft",2006,1,6,"2.99",65,"24.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'dentist':11 'hunt':1 'mine':20 'musket':2 'must':13 'outrac':14 'pioneer':8 'reflect':5 'shaft':21 'thrill':4 'woman':16",True
443,"Hurricane Affair","A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft",2006,1,6,"2.99",49,"11.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':20 'administr':9 'affair':2 'databas':8 'epistl':5 'hunter':17 'hurrican':1 'lacklustur':4 'meet':15 'mine':21 'must':14 'shaft':22 'woman':12",True
445,"Hyde Doctor","A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat",2006,1,5,"2.99",100,"11.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'boat':20 'boy':8 'doctor':2 'documentari':5 'fanci':4 'hyde':1 'jet':19 'must':13 'redeem':14 'woman':11,16",True
453,"Image Princess","A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies",2006,1,3,"2.99",178,"17.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'agent':9 'canadian':20 'crocodil':12 'discov':15 'imag':1 'lacklustur':4 'madman':17 'must':14 'panorama':5 'princess':2 'rocki':21 'secret':8",True
456,"Inch Jet","A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery",2006,1,6,"4.99",167,"18.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'butler':16 'defeat':14 'fate':4 'inch':1 'jet':2 'monasteri':19 'must':13 'saga':5 'student':11 'woman':8",True
459,"Informer Double","A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies",2006,1,4,"4.99",74,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'action':5 'action-pack':4 'canadian':22 'dentist':13 'display':7 'doubl':2 'forens':18 'inform':1 'must':15 'pack':6 'psychologist':19 'redeem':16 'rocki':23 'woman':10",True
466,"Intolerable Intentions","A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention",2006,1,6,"4.99",63,"20.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'awe':5 'awe-inspir':4 'chef':14 'convent':23 'inspir':6 'intent':2 'intoler':1 'monkey':10 'must':16 'mysql':22 'pastri':13 'stori':7 'succumb':17 'woman':19",True
468,"Invasion Cyclone","A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery",2006,1,5,"2.99",97,"12.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'charact':5 'cyclon':2 'explor':18 'invas':1 'lacklustur':4 'mad':9 'monasteri':21 'must':15 'outrac':16 'scientist':10 'studi':6 'woman':13",True
471,"Island Exorcist","A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House",2006,1,7,"2.99",84,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':20 'boy':12 'dentist':17 'exorcist':2 'fanci':4 'find':15 'fun':21 'hous':22 'island':1 'must':14 'panorama':5 'technic':8 'writer':9",True
473,"Jacket Frisco","A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon",2006,1,5,"2.99",181,"16.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'chef':17 'conquer':14 'frisco':2 'husband':11 'insight':4 'jacket':1 'must':13 'pastri':16 'reflect':5 'woman':8",True
474,"Jade Bunch","A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station",2006,1,6,"2.99",174,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'bunch':2 'confront':15 'cow':12 'first':20 'insight':4 'jade':1 'mad':11 'man':21 'must':14 'panorama':5 'space':22 'squirrel':8 'station':23 'student':17",True
476,"Jason Trap","A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery",2006,1,5,"2.99",130,"9.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'conquer':15 'dog':17 'jason':1 'monasteri':20 'must':14 'shark':12 'tale':5 'thought':4 'trap':2 'woman':8",True
482,"Jeopardy Encino","A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India",2006,1,3,"0.99",102,"12.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':19 'bore':4 'cow':12 'encino':2 'explor':17 'face':15 'india':20 'jeopardi':1 'mad':11 'man':8 'must':14 'panorama':5",True
486,"Jet Neighbors","A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat",2006,1,7,"4.99",59,"14.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'boat':21 'display':5 'jet':1 'lumberjack':8 'must':13 'neighbor':2 'outrac':14 'teacher':11 'u':20 'u-boat':19 'woman':16",True
487,"Jingle Sagebrush","A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon",2006,1,6,"4.99",124,"29.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'baloon':20 'charact':5 'epic':4 'feminist':9 'jingl':1 'meet':15 'must':14 'sagebrush':2 'student':12 'studi':6 'woman':17",True
488,"Joon Northwest","A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank",2006,1,3,"0.99",105,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'car':12 'discov':15 'forens':17 'joon':1 'must':14 'northwest':2 'panorama':5 'psychologist':18 'shark':21 'tank':22 'technic':8 'thrill':4 'writer':9",True
490,"Jumanji Blade","A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans",2006,1,4,"2.99",121,"13.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'blade':2 'husband':8 'intrepid':4 'jumanji':1 'mad':16 'must':13 'new':19 'orlean':20 'pursu':14 'scientist':17 'woman':11 'yarn':5",True
492,"Jungle Closer","A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia",2006,1,6,"0.99",134,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astronaut':17 'australia':19 'battl':15 'bore':4 'boy':9 'charact':5 'closer':2 'jungl':1 'must':14 'studi':6 'woman':12",True
494,"Karate Moon","A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention",2006,1,4,"0.99",120,"21.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astound':4 'convent':20 'dog':11 'karat':1 'moon':2 'must':13 'mysql':19 'reach':14 'waitress':16 'woman':8 'yarn':5",True
495,"Kentuckian Giant","A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat",2006,1,5,"2.99",169,"10.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':21 'escap':14 'frisbe':11 'giant':2 'kentuckian':1 'must':13 'stun':4 'u':20 'u-boat':19 'waitress':16 'woman':8 'yarn':5",True
506,"Lady Stage","A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat",2006,1,4,"4.99",67,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'boat':22 'charact':5 'explor':17 'ladi':1 'man':12 'must':14 'pursu':15 'stage':2 'studi':6 'u':21 'u-boat':20 'woman':9",True
511,"Lawrence Love","A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin",2006,1,7,"0.99",175,"23.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'berlin':20 'cow':13 'databas':8 'fanci':4 'lawrenc':1 'love':2 'mad':12 'must':15 'pursu':16 'woman':18 'yarn':5",True
515,"Legally Secretary","A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert",2006,1,7,"4.99",113,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astound':4 'desert':21 'legal':1 'meet':15 'moos':12 'must':14 'sahara':20 'secretari':2 'shark':9 'tale':5 'woman':17",True
523,"Lights Deer","A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico",2006,1,7,"0.99",174,"21.99","R","2013-05-26 14:50:58.951","{Commentaries}","'confront':14 'deer':2 'dog':8 'epistl':5 'gulf':19 'light':1 'mexico':21 'moos':16 'must':13 'unbeliev':4 'woman':11",True
535,"Love Suicides","A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House",2006,1,6,"0.99",181,"21.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':19 'brilliant':4 'dentist':16 'explor':11 'fun':20 'hous':21 'hunter':8 'love':1 'must':13 'panorama':5 'pursu':14 'suicid':2",True
561,"Mask Peach","A Boring Character Study of a Student And a Robot who must Meet a Woman in California",2006,1,6,"2.99",123,"26.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'bore':4 'california':19 'charact':5 'mask':1 'meet':15 'must':14 'peach':2 'robot':12 'student':9 'studi':6 'woman':17",True
542,"Lust Lock","A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert",2006,1,3,"2.99",52,"28.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'agent':17 'dentist':11 'desert':21 'fanci':4 'hunter':8 'lock':2 'lust':1 'meet':14 'must':13 'panorama':5 'sahara':20 'secret':16",True
546,"Madre Gables","A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station",2006,1,7,"2.99",98,"27.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'discov':16 'first':21 'forens':12 'gabl':2 'intrepid':4 'madr':1 'man':22 'moos':18 'must':15 'panorama':5 'psychologist':13 'space':23 'station':24 'sumo':8 'wrestler':9",True
559,"Married Go","A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert",2006,1,7,"2.99",114,"22.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'desert':21 'dog':11 'face':14 'fanci':4 'forens':16 'go':2 'marri':1 'must':13 'psychologist':17 'sahara':20 'stori':5 'woman':8",True
565,"Matrix Snowman","A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California",2006,1,6,"4.99",56,"9.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'california':20 'matrix':1 'must':15 'overcom':16 'pack':6 'saga':7 'snowman':2 'student':18 'woman':10,13",True
569,"Menagerie Rushmore","A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station",2006,1,7,"2.99",147,"18.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':17 'butler':11 'compos':8 'databas':16 'first':20 'man':21 'menageri':1 'must':13 'overcom':14 'panorama':5 'rushmor':2 'space':22 'station':23 'unbeliev':4",True
575,"Midsummer Groundhog","A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan",2006,1,3,"4.99",48,"27.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':18 'chase':14 'crocodil':16 'dog':11 'fate':4 'groundhog':2 'japan':19 'midsumm':1 'moos':8 'must':13 'panorama':5",True
578,"Million Ace","A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert",2006,1,4,"4.99",142,"16.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ace':2 'brilliant':4 'desert':21 'documentari':5 'find':14 'million':1 'must':13 'sahara':20 'squirrel':11 'technic':16 'woman':8 'writer':17",True
580,"Mine Titans","A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin",2006,1,3,"4.99",166,"12.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'amaz':4 'berlin':19 'discov':14 'forens':16 'mine':1 'must':13 'psychologist':17 'robot':8 'titan':2 'woman':11 'yarn':5",True
584,"Mixed Doors","A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India",2006,1,6,"2.99",180,"26.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':18 'door':2 'drama':5 'india':19 'lumberjack':11 'mix':1 'must':13 'pioneer':16 'succumb':14 'taut':4 'woman':8",True
586,"Mockingbird Hollywood","A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin",2006,1,4,"0.99",60,"27.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':18 'car':11 'compos':16 'hollywood':2 'man':8 'mockingbird':1 'must':13 'panorama':5 'sink':14 'thought':4",True
588,"Model Fish","A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia",2006,1,4,"4.99",175,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'australia':18 'beauti':4 'boat':8 'crocodil':11 'dog':16 'fish':2 'model':1 'must':13 'outrac':14 'panorama':5",True
604,"Mulan Moon","A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon",2006,1,4,"0.99",160,"10.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':19 'dentist':16 'emot':4 'moon':2 'mulan':1 'must':13 'overcom':14 'pioneer':11 'saga':5 'woman':8",True
609,"Muscle Bright","A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India",2006,1,7,"2.99",185,"23.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ancient':19 'bright':2 'husband':12 'india':20 'madman':17 'muscl':1 'must':14 'panorama':5 'redeem':15 'stun':4 'sumo':8 'wrestler':9",True
620,"Nemo Campus","A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse",2006,1,5,"2.99",131,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'campus':2 'lacklustur':4 'manhattan':19 'monkey':8 'must':13 'nemo':1 'outrac':14 'penthous':20 'reflect':5 'squirrel':11 'woman':16",True
627,"North Tequila","A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans",2006,1,4,"4.99",67,"9.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'charact':5 'cow':10 'mad':9 'must':15 'new':20 'north':1 'orlean':21 'reach':16 'robot':13 'studi':6 'tequila':2 'woman':18",True
628,"Northwest Polish","A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback",2006,1,5,"2.99",172,"24.99","PG","2013-05-26 14:50:58.951","{Trailers}","'bore':4 'boy':9 'charact':5 'must':15 'northwest':1 'outback':21 'outrac':16 'polish':2 'shark':13 'studi':6 'woman':18",True
629,"Notorious Reunion","A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon",2006,1,7,"0.99",128,"9.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'baloon':19 'epistl':5 'fight':14 'hunter':16 'must':13 'notori':1 'reunion':2 'squirrel':11 'woman':8",True
630,"Notting Speakeasy","A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies",2006,1,7,"0.99",48,"19.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'butler':8 'canadian':19 'display':5 'find':14 'must':13 'not':1 'rocki':20 'speakeasi':2 'thought':4 'waitress':16 'woman':11",True
632,"Nuts Ties","A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California",2006,1,5,"4.99",145,"10.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'california':18 'drama':5 'explor':8 'meet':14 'must':13 'nut':1 'teacher':16 'thought':4 'tie':2 'woman':11",True
635,"Oklahoma Jumanji","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert",2006,1,7,"0.99",58,"15.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'dentist':8 'desert':20 'drama':5 'husband':16 'jumanji':2 'meet':14 'must':13 'oklahoma':1 'sahara':19 'thought':4 'woman':11",True
641,"Orange Grapes","A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat",2006,1,4,"0.99",76,"21.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'astound':4 'boat':21 'butler':8 'documentari':5 'dog':16 'face':14 'grape':2 'must':13 'orang':1 'u':20 'u-boat':19 'woman':11",True
646,"Outbreak Divine","A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat",2006,1,6,"0.99",169,"12.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'boat':23 'databas':8 'divin':2 'must':14 'outbreak':1 'shark':18 'succumb':15 'u':22 'u-boat':21 'unbeliev':4 'woman':12 'yarn':5",True
649,"Oz Liaisons","A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory",2006,1,4,"2.99",85,"14.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':12 'confront':15 'epic':4 'factori':21 'liaison':2 'mad':8 'must':14 'oz':1 'scientist':9 'woman':17 'yarn':5",True
651,"Packer Madigan","A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park",2006,1,3,"0.99",84,"20.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'abandon':21 'amus':22 'build':16 'display':5 'epic':4 'forens':12 'madigan':2 'must':15 'packer':1 'park':23 'psychologist':13 'sumo':8 'woman':18 'wrestler':9",True
655,"Panther Reds","A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico",2006,1,5,"4.99",109,"22.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'brilliant':4 'gulf':19 'man':11 'mexico':21 'moos':8 'must':13 'panorama':5 'panther':1 'reach':14 'red':2 'teacher':16",True
674,"Pet Haunting","A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California",2006,1,3,"0.99",99,"11.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'boat':11 'california':18 'conquer':14 'explor':8 'haunt':2 'must':13 'pet':1 'reflect':5 'unbeliev':4 'woman':16",True
681,"Pirates Roxanne","A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies",2006,1,4,"0.99",100,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'canadian':20 'drama':5 'lumberjack':11 'must':13 'overcom':14 'pirat':1 'rocki':21 'roxann':2 'shark':17 'stun':4 'woman':8",True
683,"Pity Bound","A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria",2006,1,5,"4.99",60,"19.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'administr':17 'bore':4 'bound':2 'databas':16 'defeat':14 'feminist':8 'moos':11 'must':13 'nigeria':19 'panorama':5 'piti':1",True
